food,category,meal_type,ramadan_role,hydration_index,smart_swap,measure,grams,calories,protein_g,fat_g,sat_fat_g,carbs_g,fiber_g,sugars_g,sodium_mg,protein_pct,has_incomplete_name,is_extreme_portion
ceviche (Small Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.5,13.5,3.5,0.7,6.5,1.5,0.0,80.0,40.4,False,False
ceviche (Large Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.5,13.5,3.5,0.7,6.5,1.5,0.0,80.0,40.4,False,False
ceviche (Small Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.2,13.2,3.2,0.64,6.8,1.6,0.0,80.0,39.6,False,False
ceviche (Large Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.2,13.2,3.2,0.64,6.8,1.6,0.0,80.0,39.6,False,False
ceviche (Small Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,13.33,3.33,0.67,6.67,1.67,0.0,80.0,40.0,False,False
ceviche (Large Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,13.33,3.33,0.67,6.67,1.67,0.0,80.0,40.0,False,False
ceviche (Small Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.43,13.43,3.43,0.69,6.57,1.71,0.0,80.0,40.3,False,False
ceviche (Large Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.43,13.43,3.43,0.69,6.57,1.71,0.0,80.0,40.3,False,False
cheese_plate (Small Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.33,23.33,14.0,3.33,0.0,1.07,600.0,17.8,False,False
cheese_plate (Large Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.33,23.33,14.0,3.33,0.0,0.98,600.0,17.8,False,False
cheese_plate (Small Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.5,23.5,14.1,3.5,0.0,1.0,600.0,18.0,False,False
cheese_plate (Large Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.5,23.5,14.1,3.5,0.0,1.0,600.0,18.0,False,False
cheese_plate (Small Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.2,23.2,13.92,3.6,0.0,0.96,600.0,17.6,False,False
cheese_plate (Large Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.2,23.2,13.92,3.6,0.0,1.01,600.0,17.6,False,False
cheese_plate (Small Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.33,23.33,14.0,3.33,0.0,1.0,600.0,17.8,False,False
cheese_plate (Large Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.33,23.33,14.0,3.33,0.0,1.0,600.0,17.8,False,False
cheese_plate (Small Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.43,23.43,14.06,3.43,0.0,1.03,600.0,17.9,False,False
cheese_plate (Large Portion),Dairy products,Main Course,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,13.43,23.43,14.06,3.43,0.0,0.99,600.0,17.9,False,False
cheesecake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.0,30.0,1.0,30.0,150.0,6.9,False,False
cheesecake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.0,30.0,1.0,30.0,150.0,6.9,False,False
cheesecake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,10.93,30.0,1.33,30.0,150.0,6.9,False,False
cheesecake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.02,30.0,1.33,30.0,150.0,6.9,False,False
cheesecake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.0,30.0,1.0,30.0,150.0,6.9,False,False
cheesecake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.0,30.0,1.0,30.0,150.0,6.9,False,False
cheesecake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,11.04,30.0,1.2,30.0,150.0,6.9,False,False
cheesecake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,350.0,6.0,22.0,10.99,30.0,1.2,30.0,150.0,6.9,False,False
cheesecake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,350.0,6.0,22.0,11.0,30.0,1.33,30.0,150.0,6.9,False,False
cheesecake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,350.0,6.0,22.0,11.0,30.0,1.33,30.0,150.0,6.9,False,False
chicken_curry (Small Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.5,3.0,7.5,1.5,0.0,60.0,26.7,False,False
chicken_curry (Large Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.5,3.0,7.5,1.5,0.0,60.0,26.7,False,False
chicken_curry (Small Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.6,3.04,7.6,1.6,0.0,60.0,26.7,False,False
chicken_curry (Large Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.6,3.04,7.6,1.6,0.0,60.0,26.7,False,False
chicken_curry (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.67,3.07,7.67,1.67,0.0,60.0,26.7,False,False
chicken_curry (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.67,3.07,7.67,1.67,0.0,60.0,26.7,False,False
chicken_curry (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.43,2.97,7.43,1.71,0.0,60.0,26.7,False,False
chicken_curry (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.43,2.97,7.43,1.71,0.0,60.0,26.7,False,False
chicken_curry (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.5,3.0,7.5,1.75,0.0,60.0,26.7,False,False
chicken_curry (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,150.0,10.0,7.5,3.0,7.5,1.75,0.0,60.0,26.7,False,False
chicken_quesadilla (Small Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.33,0.0,60.0,22.9,False,False
chicken_quesadilla (Large Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.33,0.0,60.0,22.9,False,False
chicken_quesadilla (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.5,13.5,10.0,4.0,16.5,1.5,0.0,60.0,23.1,False,False
chicken_quesadilla (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.5,13.5,10.0,4.0,16.5,1.5,0.0,60.0,23.1,False,False
chicken_quesadilla (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.2,13.2,10.0,4.0,16.8,1.6,0.0,60.0,22.6,False,False
chicken_quesadilla (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,233.2,13.2,10.0,4.0,16.8,1.6,0.0,60.0,22.6,False,False
chicken_quesadilla (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.67,0.0,60.0,22.9,False,False
chicken_quesadilla (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.33,13.33,10.0,4.0,16.67,1.67,0.0,60.0,22.9,False,False
chicken_quesadilla (Small Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.43,13.43,10.0,4.0,16.57,1.71,0.0,60.0,23.0,False,False
chicken_quesadilla (Large Portion),"Meat, Poultry",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,233.43,13.43,10.0,4.0,16.57,1.71,0.0,60.0,23.0,False,False
chicken_wings (Small Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Large Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chicken_wings (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,300.0,20.0,20.0,8.0,10.0,0.0,0.0,60.0,26.7,False,False
chocolate_cake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.33,20.0,10.0,50.0,2.0,50.0,150.0,5.3,False,False
chocolate_cake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.33,20.0,10.0,50.0,2.0,50.0,150.0,5.3,False,False
chocolate_cake (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,400.0,5.2,20.0,10.0,50.0,2.0,50.0,150.0,5.2,False,False
chocolate_cake (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,400.0,5.2,20.0,10.0,50.0,2.0,50.0,150.0,5.2,False,False
chocolate_cake (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_cake (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,400.0,5.0,20.0,10.0,50.0,2.0,50.0,150.0,5.0,False,False
chocolate_mousse (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,2.0,25.33,150.0,7.1,False,False
chocolate_mousse (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.33,20.0,10.0,25.33,2.0,25.33,150.0,7.1,False,False
chocolate_mousse (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,300.0,5.2,20.0,10.0,25.2,2.0,25.2,150.0,6.9,False,False
chocolate_mousse (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,300.0,5.2,20.0,10.0,25.2,2.0,25.2,150.0,6.9,False,False
chocolate_mousse (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
chocolate_mousse (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,300.0,5.0,20.0,10.0,25.0,2.0,25.0,150.0,6.7,False,False
churros (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
churros (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
churros (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
churros (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
churros (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
churros (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
clam_chowder (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.0,2.0,350.0,16.0,False,False
clam_chowder (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.0,2.0,350.0,16.0,False,False
clam_chowder (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,6.0,1.76,10.0,1.2,2.0,350.0,16.6,False,False
clam_chowder (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,6.0,1.81,10.0,1.2,2.0,350.0,16.6,False,False
clam_chowder (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.33,2.0,350.0,16.0,False,False
clam_chowder (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.33,2.0,350.0,16.0,False,False
clam_chowder (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,6.0,1.77,10.0,1.43,2.0,350.0,16.4,False,False
clam_chowder (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,6.0,1.79,10.0,1.43,2.0,350.0,16.4,False,False
clam_chowder (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.5,2.0,350.0,16.0,False,False
clam_chowder (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,6.0,1.8,10.0,1.5,2.0,350.0,16.0,False,False
club_sandwich (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.1,17.5,1.5,5.0,400.0,20.0,False,False
club_sandwich (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.13,17.5,1.5,5.0,400.0,20.0,False,False
club_sandwich (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.2,3.2,17.6,1.6,4.96,400.0,20.0,False,False
club_sandwich (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.2,3.2,17.6,1.6,5.01,400.0,20.0,False,False
club_sandwich (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,9.0,3.13,17.67,1.67,5.0,400.0,20.0,False,False
